i,ID,MIG.grey,Aniso.grey,Timestamp,DateAndTime,PLOT,CAM
989,WSCT0991.JPG,0.151978946,0.992555084,22/06/2016 18:37,2015:11:02 12:00:01,LADERA,3
990,WSCT0992.JPG,0.146397928,0.965569721,22/06/2016 18:38,2015:11:02 13:00:01,LADERA,3
991,WSCT0993.JPG,0.155800727,0.977765316,22/06/2016 18:38,2015:11:02 14:00:01,LADERA,3
992,WSCT0994.JPG,0.156567989,0.961855844,22/06/2016 18:38,2015:11:03 09:00:01,LADERA,3
993,WSCT0995.JPG,0.204465304,0.972221568,22/06/2016 18:39,2015:11:03 10:00:01,LADERA,3
994,WSCT0996.JPG,0.151441405,0.983729491,22/06/2016 18:39,2015:11:03 11:00:01,LADERA,3
995,WSCT0997.JPG,0.166727318,0.979656208,22/06/2016 18:39,2015:11:03 12:00:01,LADERA,3
996,WSCT0998.JPG,0.14736412,0.987635192,22/06/2016 18:39,2015:11:03 13:00:01,LADERA,3
997,WSCT0999.JPG,0.134637111,0.997471205,22/06/2016 18:40,2015:11:03 14:00:01,LADERA,3
998,WSCT1000.JPG,0.190542773,0.979480162,22/06/2016 18:40,2015:11:04 09:00:01,LADERA,3
999,WSCT1001.JPG,0.133999237,0.977844425,22/06/2016 18:40,2015:11:04 10:00:01,LADERA,3
1000,WSCT1002.JPG,0.160624723,0.997446161,22/06/2016 18:41,2015:11:04 11:00:01,LADERA,3
1001,WSCT1003.JPG,0.158982234,0.978063393,22/06/2016 18:41,2015:11:04 12:00:01,LADERA,3
1002,WSCT1004.JPG,0.142881844,0.981082749,22/06/2016 18:41,2015:11:04 13:00:01,LADERA,3
1003,WSCT1005.JPG,0.13464326,0.990039044,22/06/2016 18:42,2015:11:04 14:00:01,LADERA,3
1004,WSCT1006.JPG,0.187774662,0.976877827,22/06/2016 18:42,2015:11:05 09:00:01,LADERA,3
1005,WSCT1007.JPG,0.099406805,0.975074074,22/06/2016 18:42,2015:11:05 10:00:01,LADERA,3
1006,WSCT1008.JPG,0.139865956,0.98844466,22/06/2016 18:42,2015:11:05 11:00:01,LADERA,3
1007,WSCT1009.JPG,0.153457176,0.970459233,22/06/2016 18:43,2015:11:05 12:00:01,LADERA,3
1008,WSCT1010.JPG,0.157870397,0.972744302,22/06/2016 18:43,2015:11:05 13:00:01,LADERA,3
1009,WSCT1011.JPG,0.169669613,0.983514651,22/06/2016 18:43,2015:11:05 14:00:01,LADERA,3
1010,WSCT1012.JPG,0.176329394,0.985661782,22/06/2016 18:44,2015:11:06 09:00:01,LADERA,3
1011,WSCT1013.JPG,0.113033412,0.970830165,22/06/2016 18:44,2015:11:06 10:00:01,LADERA,3
1012,WSCT1014.JPG,0.123689891,0.979801837,22/06/2016 18:44,2015:11:06 11:00:01,LADERA,3
1013,WSCT1015.JPG,0.118212026,0.971479769,22/06/2016 18:45,2015:11:06 12:00:01,LADERA,3
1014,WSCT1016.JPG,0.115079912,0.95816466,22/06/2016 18:45,2015:11:06 13:00:01,LADERA,3
1015,WSCT1017.JPG,0.202957214,0.980281319,22/06/2016 18:45,2015:11:06 14:00:01,LADERA,3
1016,WSCT1018.JPG,0.207006166,0.978387121,22/06/2016 18:45,2015:11:07 09:00:01,LADERA,3
1017,WSCT1019.JPG,0.151139959,0.976016906,22/06/2016 18:46,2015:11:07 10:00:01,LADERA,3
1018,WSCT1020.JPG,0.142130261,0.98077572,22/06/2016 18:46,2015:11:07 11:00:01,LADERA,3
1019,WSCT1021.JPG,0.14730504,0.982261938,22/06/2016 18:46,2015:11:07 12:00:01,LADERA,3
1020,WSCT1022.JPG,0.137910972,0.973010508,22/06/2016 18:47,2015:11:07 13:00:01,LADERA,3
1021,WSCT1023.JPG,0.144518433,0.984500162,22/06/2016 18:47,2015:11:07 14:00:01,LADERA,3
1022,WSCT1024.JPG,0.14865965,0.970452878,22/06/2016 18:47,2015:11:08 09:00:01,LADERA,3
1023,WSCT1025.JPG,0.121366439,0.99255146,22/06/2016 18:48,2015:11:08 10:00:01,LADERA,3
1024,WSCT1026.JPG,0.159577959,0.971220542,22/06/2016 18:48,2015:11:08 11:00:01,LADERA,3
1025,WSCT1027.JPG,0.140989736,0.967746128,22/06/2016 18:48,2015:11:08 12:00:01,LADERA,3
1026,WSCT1028.JPG,0.136555545,0.974477177,22/06/2016 18:48,2015:11:08 13:00:01,LADERA,3
1027,WSCT1029.JPG,0.154583806,0.972507013,22/06/2016 18:49,2015:11:08 14:00:01,LADERA,3
1028,WSCT1030.JPG,0.146508727,0.979400293,22/06/2016 18:49,2015:11:09 09:00:01,LADERA,3
1029,WSCT1031.JPG,0.149119283,0.975974379,22/06/2016 18:49,2015:11:09 10:00:01,LADERA,3
1030,WSCT1032.JPG,0.139533729,0.975292771,22/06/2016 18:50,2015:11:09 11:00:01,LADERA,3
1031,WSCT1033.JPG,0.147118393,0.965472859,22/06/2016 18:50,2015:11:09 12:00:01,LADERA,3
1032,WSCT1034.JPG,0.122900598,0.959621502,22/06/2016 18:50,2015:11:09 13:00:01,LADERA,3
1033,WSCT1035.JPG,0.13237791,0.963072998,22/06/2016 18:51,2015:11:09 14:00:01,LADERA,3
1034,WSCT1036.JPG,0.136763512,0.967080428,22/06/2016 18:51,2015:11:10 09:00:01,LADERA,3
1035,WSCT1037.JPG,0.141645344,0.966317084,22/06/2016 18:51,2015:11:10 10:00:01,LADERA,3
1036,WSCT1038.JPG,0.23938686,0.978963303,22/06/2016 18:52,2015:11:10 11:00:01,LADERA,3
1037,WSCT1039.JPG,0.178102688,0.977935447,22/06/2016 18:52,2015:11:10 12:00:01,LADERA,3
1038,WSCT1040.JPG,0.138407436,0.969771484,22/06/2016 18:52,2015:11:10 13:00:01,LADERA,3
1039,WSCT1041.JPG,0.187651221,0.977838871,22/06/2016 18:52,2015:11:10 14:00:01,LADERA,3
1040,WSCT1042.JPG,0.183110567,0.97214167,22/06/2016 18:53,2015:11:11 09:00:01,LADERA,3
1041,WSCT1043.JPG,0.129322044,0.964566666,22/06/2016 18:53,2015:11:11 10:00:01,LADERA,3
1042,WSCT1044.JPG,0.152887428,0.97761452,22/06/2016 18:53,2015:11:11 11:00:01,LADERA,3
1043,WSCT1045.JPG,0.132325848,0.961790444,22/06/2016 18:54,2015:11:11 12:00:01,LADERA,3
1044,WSCT1046.JPG,0.133143267,0.957736963,22/06/2016 18:54,2015:11:11 13:00:01,LADERA,3
1045,WSCT1047.JPG,0.137481392,0.963867733,22/06/2016 18:54,2015:11:11 14:00:01,LADERA,3
1046,WSCT1048.JPG,0.146715558,0.984036845,22/06/2016 18:55,2015:11:12 09:00:01,LADERA,3
1047,WSCT1049.JPG,0.125966481,0.96971672,22/06/2016 18:55,2015:11:12 10:00:01,LADERA,3
1048,WSCT1050.JPG,0.138749719,0.98209821,22/06/2016 18:55,2015:11:12 11:00:01,LADERA,3
1049,WSCT1051.JPG,0.150465597,0.972977147,22/06/2016 18:55,2015:11:12 12:00:01,LADERA,3
1050,WSCT1052.JPG,0.141686075,0.981552702,22/06/2016 18:56,2015:11:12 13:00:01,LADERA,3
1051,WSCT1053.JPG,0.141400822,0.973538488,22/06/2016 18:56,2015:11:12 14:00:01,LADERA,3
1052,WSCT1054.JPG,0.130724661,0.994374306,22/06/2016 18:56,2015:11:13 09:00:01,LADERA,3
1053,WSCT1055.JPG,0.16117059,0.965077696,22/06/2016 18:57,2015:11:13 10:00:01,LADERA,3
1054,WSCT1056.JPG,0.145249951,0.976335622,22/06/2016 18:57,2015:11:13 11:00:01,LADERA,3
1055,WSCT1057.JPG,0.149879305,0.966283854,22/06/2016 18:57,2015:11:13 12:00:01,LADERA,3
1056,WSCT1058.JPG,0.142105017,0.967107168,22/06/2016 18:58,2015:11:13 13:00:01,LADERA,3
1057,WSCT1059.JPG,0.14031662,0.966044519,22/06/2016 18:58,2015:11:13 14:00:01,LADERA,3
1058,WSCT1060.JPG,0.155541177,0.977488734,22/06/2016 18:58,2015:11:14 09:00:01,LADERA,3
1059,WSCT1061.JPG,0.121500846,0.969687633,22/06/2016 18:58,2015:11:14 10:00:01,LADERA,3
1060,WSCT1062.JPG,0.121717537,0.999545296,22/06/2016 18:59,2015:11:14 11:00:01,LADERA,3
1061,WSCT1063.JPG,0.154139352,0.970986024,22/06/2016 18:59,2015:11:14 12:00:01,LADERA,3
1062,WSCT1064.JPG,0.146610458,0.966443743,22/06/2016 18:59,2015:11:14 13:00:01,LADERA,3
1063,WSCT1065.JPG,0.158257044,0.965273111,22/06/2016 19:00,2015:11:14 14:00:01,LADERA,3
1064,WSCT1066.JPG,0.15390677,1.003709033,22/06/2016 19:00,2015:11:15 09:00:01,LADERA,3
1065,WSCT1067.JPG,0.167225821,0.968224405,22/06/2016 19:00,2015:11:15 10:00:01,LADERA,3
1066,WSCT1068.JPG,0.158881023,0.976206487,22/06/2016 19:01,2015:11:15 11:00:01,LADERA,3
1067,WSCT1069.JPG,0.250501097,0.977279949,22/06/2016 19:01,2015:11:15 12:00:01,LADERA,3
1068,WSCT1070.JPG,0.14992255,0.975835918,22/06/2016 19:01,2015:11:15 13:00:01,LADERA,3
1069,WSCT1071.JPG,0.161334277,0.971871567,22/06/2016 19:01,2015:11:15 14:00:01,LADERA,3
1070,WSCT1072.JPG,0.159289993,1.011586126,22/06/2016 19:02,2015:11:16 09:00:01,LADERA,3
1071,WSCT1073.JPG,0.134620164,0.979287975,22/06/2016 19:02,2015:11:16 10:00:01,LADERA,3
1072,WSCT1074.JPG,0.158403627,0.973738084,22/06/2016 19:02,2015:11:16 11:00:01,LADERA,3
1073,WSCT1075.JPG,0.152460208,0.972411105,22/06/2016 19:03,2015:11:16 12:00:01,LADERA,3
1074,WSCT1076.JPG,0.155270213,0.968234331,22/06/2016 19:03,2015:11:16 13:00:01,LADERA,3
1075,WSCT1077.JPG,0.146298615,0.957678808,22/06/2016 19:03,2015:11:16 14:00:01,LADERA,3
1076,WSCT1078.JPG,0.250064228,0.978040486,22/06/2016 19:04,2015:11:17 09:00:01,LADERA,3
1077,WSCT1079.JPG,0.192266229,0.983028056,22/06/2016 19:04,2015:11:17 10:00:01,LADERA,3
1078,WSCT1080.JPG,0.10542254,0.979591694,22/06/2016 19:04,2015:11:17 11:00:01,LADERA,3
1079,WSCT1081.JPG,0.119679531,0.98054493,22/06/2016 19:04,2015:11:17 12:00:01,LADERA,3
1080,WSCT1082.JPG,0.122613786,0.974027214,22/06/2016 19:05,2015:11:17 13:00:01,LADERA,3
1081,WSCT1083.JPG,0.189900032,0.981512008,22/06/2016 19:05,2015:11:17 14:00:01,LADERA,3
1082,WSCT1084.JPG,0.234323513,0.982080252,22/06/2016 19:05,2015:11:18 09:00:01,LADERA,3
1083,WSCT1085.JPG,0.177118572,0.978340136,22/06/2016 19:06,2015:11:18 10:00:01,LADERA,3
1084,WSCT1086.JPG,0.245981559,0.983598669,22/06/2016 19:06,2015:11:18 11:00:01,LADERA,3
1085,WSCT1087.JPG,0.246419872,0.983913577,22/06/2016 19:06,2015:11:18 12:00:01,LADERA,3
1086,WSCT1088.JPG,0.245026681,0.985221737,22/06/2016 19:07,2015:11:18 13:00:01,LADERA,3
1087,WSCT1089.JPG,0.244567571,0.982817157,22/06/2016 19:07,2015:11:18 14:00:01,LADERA,3
1088,WSCT1090.JPG,0.237569205,0.981117559,22/06/2016 19:07,2015:11:19 09:00:01,LADERA,3
1089,WSCT1091.JPG,0.17176062,0.994825844,22/06/2016 19:07,2015:11:19 10:00:01,LADERA,3
1090,WSCT1092.JPG,0.128026997,0.990800389,22/06/2016 19:08,2015:11:19 11:00:01,LADERA,3
1091,WSCT1093.JPG,0.189381154,0.988492518,22/06/2016 19:08,2015:11:19 12:00:01,LADERA,3
1092,WSCT1094.JPG,0.126014298,0.997559611,22/06/2016 19:08,2015:11:19 13:00:01,LADERA,3
1093,WSCT1095.JPG,0.190205717,0.995269184,22/06/2016 19:09,2015:11:19 14:00:01,LADERA,3
1094,WSCT1096.JPG,0.145182769,0.97531522,22/06/2016 19:09,2015:11:20 09:00:01,LADERA,3
1095,WSCT1097.JPG,0.13224079,0.970714701,22/06/2016 19:09,2015:11:20 10:00:01,LADERA,3
1096,WSCT1098.JPG,0.139015192,0.969911038,22/06/2016 19:10,2015:11:20 11:00:01,LADERA,3
1097,WSCT1099.JPG,0.134522944,0.985112154,22/06/2016 19:10,2015:11:20 12:00:01,LADERA,3
1098,WSCT1100.JPG,0.153020023,0.975808038,22/06/2016 19:10,2015:11:20 13:00:01,LADERA,3
1099,WSCT1101.JPG,0.188132709,0.976359809,22/06/2016 19:10,2015:11:20 14:00:01,LADERA,3
1100,WSCT1102.JPG,0.186818948,0.980005744,22/06/2016 19:11,2015:11:21 09:00:01,LADERA,3
1101,WSCT1103.JPG,0.104031009,0.976293125,22/06/2016 19:11,2015:11:21 10:00:01,LADERA,3
1102,WSCT1104.JPG,0.133800315,0.996472224,22/06/2016 19:11,2015:11:21 11:00:01,LADERA,3
1103,WSCT1105.JPG,0.141015333,0.979911679,22/06/2016 19:12,2015:11:21 12:00:01,LADERA,3
1104,WSCT1106.JPG,0.136718853,0.988607448,22/06/2016 19:12,2015:11:21 13:00:01,LADERA,3
1105,WSCT1107.JPG,0.133858934,0.990685984,22/06/2016 19:12,2015:11:21 14:00:01,LADERA,3
1106,WSCT1108.JPG,0.245838462,0.980654298,22/06/2016 19:13,2015:11:22 09:00:01,LADERA,3
1107,WSCT1109.JPG,0.202560239,0.976172473,22/06/2016 19:13,2015:11:22 10:00:01,LADERA,3
1108,WSCT1110.JPG,0.135714142,0.983448118,22/06/2016 19:13,2015:11:22 11:00:01,LADERA,3
1109,WSCT1111.JPG,0.236587492,0.982434668,22/06/2016 19:13,2015:11:22 12:00:01,LADERA,3
1110,WSCT1112.JPG,0.254471566,0.981227822,22/06/2016 19:14,2015:11:22 13:00:01,LADERA,3
1111,WSCT1113.JPG,0.202004342,nada,22/06/2016 19:14,2015:11:22 14:00:01,LADERA,3
1112,WSCT1114.JPG,0.186263579,0.980734645,22/06/2016 19:14,2015:11:23 09:00:01,LADERA,3
1113,WSCT1115.JPG,0.150737807,0.966865349,22/06/2016 19:15,2015:11:23 10:00:01,LADERA,3
1114,WSCT1116.JPG,0.1385023,0.984406981,22/06/2016 19:15,2015:11:23 11:00:01,LADERA,3
1115,WSCT1117.JPG,0.14141567,0.971254004,22/06/2016 19:15,2015:11:23 12:00:01,LADERA,3
1116,WSCT1118.JPG,0.138263721,0.968385506,22/06/2016 19:16,2015:11:23 13:00:01,LADERA,3
1117,WSCT1119.JPG,0.130613803,0.986471082,22/06/2016 19:16,2015:11:23 14:00:01,LADERA,3
1118,WSCT1120.JPG,0.135111289,0.988712027,22/06/2016 19:16,2015:11:24 09:00:01,LADERA,3
1119,WSCT1121.JPG,0.123548195,0.970906624,22/06/2016 19:17,2015:11:24 10:00:01,LADERA,3
1120,WSCT1122.JPG,0.138694273,1.009577341,22/06/2016 19:17,2015:11:24 11:00:01,LADERA,3
1121,WSCT1123.JPG,0.129632835,0.989884109,22/06/2016 19:17,2015:11:24 12:00:01,LADERA,3
1122,WSCT1124.JPG,0.135578802,0.987266619,22/06/2016 19:17,2015:11:24 13:00:01,LADERA,3
1123,WSCT1125.JPG,0.128068332,0.991189462,22/06/2016 19:18,2015:11:24 14:00:01,LADERA,3
1124,WSCT1126.JPG,0.134989507,0.964880659,22/06/2016 19:18,2015:11:25 09:00:01,LADERA,3
1125,WSCT1127.JPG,0.119511722,0.968128917,22/06/2016 19:18,2015:11:25 10:00:01,LADERA,3
1126,WSCT1128.JPG,0.146019692,0.986917493,22/06/2016 19:19,2015:11:25 11:00:01,LADERA,3
1127,WSCT1129.JPG,0.139906803,0.993783085,22/06/2016 19:19,2015:11:25 12:00:01,LADERA,3
1128,WSCT1130.JPG,0.128984305,0.960116616,22/06/2016 19:19,2015:11:25 13:00:01,LADERA,3
1129,WSCT1131.JPG,0.180606272,0.982647,22/06/2016 19:20,2015:11:25 14:00:01,LADERA,3
1130,WSCT1132.JPG,0.13922218,0.962810287,22/06/2016 19:20,2015:11:26 09:00:01,LADERA,3
1131,WSCT1133.JPG,0.138079579,0.964782581,22/06/2016 19:20,2015:11:26 10:00:01,LADERA,3
1132,WSCT1134.JPG,0.136200599,0.957788467,22/06/2016 19:20,2015:11:26 11:00:01,LADERA,3
1133,WSCT1135.JPG,0.132959047,0.957806377,22/06/2016 19:21,2015:11:26 12:00:01,LADERA,3
1134,WSCT1136.JPG,0.131187208,0.961792101,22/06/2016 19:21,2015:11:26 13:00:01,LADERA,3
1135,WSCT1137.JPG,0.133713131,0.966751321,22/06/2016 19:21,2015:11:26 14:00:01,LADERA,3
1136,WSCT1138.JPG,0.18697559,0.985227861,22/06/2016 19:22,2015:11:27 09:00:01,LADERA,3
1137,WSCT1139.JPG,0.141432473,0.960760537,22/06/2016 19:22,2015:11:27 10:00:01,LADERA,3
1138,WSCT1140.JPG,0.181696171,0.972520733,22/06/2016 19:22,2015:11:27 11:00:01,LADERA,3
1139,WSCT1141.JPG,0.135433951,0.970866958,22/06/2016 19:23,2015:11:27 12:00:01,LADERA,3
1140,WSCT1142.JPG,0.140460103,0.99706373,22/06/2016 19:23,2015:11:27 13:00:01,LADERA,3
1141,WSCT1143.JPG,0.140263297,0.99584211,22/06/2016 19:23,2015:11:27 14:00:01,LADERA,3
1142,WSCT1144.JPG,0.140510203,0.979085826,22/06/2016 19:23,2015:11:28 09:00:01,LADERA,3
1143,WSCT1145.JPG,0.125684353,0.967540917,22/06/2016 19:24,2015:11:28 10:00:01,LADERA,3
1144,WSCT1146.JPG,0.144257943,0.98242374,22/06/2016 19:24,2015:11:28 11:00:01,LADERA,3
1145,WSCT1147.JPG,0.152605994,0.999998324,22/06/2016 19:24,2015:11:28 12:00:01,LADERA,3
1146,WSCT1148.JPG,0.148122325,1.003725116,22/06/2016 19:25,2015:11:28 13:00:01,LADERA,3
1147,WSCT1149.JPG,0.142796519,0.992822213,22/06/2016 19:25,2015:11:28 14:00:01,LADERA,3
1148,WSCT1150.JPG,0.203139555,0.967806533,22/06/2016 19:25,2015:11:29 09:00:01,LADERA,3
1149,WSCT1151.JPG,0.192965215,0.976465789,22/06/2016 19:26,2015:11:29 10:00:01,LADERA,3
1150,WSCT1152.JPG,0.150440404,0.974562229,22/06/2016 19:26,2015:11:29 11:00:01,LADERA,3
1151,WSCT1153.JPG,0.15107298,0.970810649,22/06/2016 19:26,2015:11:29 12:00:01,LADERA,3
1152,WSCT1154.JPG,0.149536248,1.004154889,22/06/2016 19:26,2015:11:29 13:00:01,LADERA,3
1153,WSCT1155.JPG,0.151542367,0.993050108,22/06/2016 19:27,2015:11:29 14:00:01,LADERA,3
1154,WSCT1156.JPG,0.201799235,0.967531227,22/06/2016 19:27,2015:11:30 09:00:01,LADERA,3
1155,WSCT1157.JPG,0.191704658,0.97486755,22/06/2016 19:27,2015:11:30 10:00:01,LADERA,3
1156,WSCT1158.JPG,0.145276247,0.969708201,22/06/2016 19:28,2015:11:30 11:00:01,LADERA,3
1157,WSCT1159.JPG,0.14809911,0.991351819,22/06/2016 19:28,2015:11:30 12:00:01,LADERA,3
1158,WSCT1160.JPG,0.150432601,0.990274061,22/06/2016 19:28,2015:11:30 13:00:01,LADERA,3
1159,WSCT1161.JPG,0.15421869,0.977460666,22/06/2016 19:29,2015:11:30 14:00:01,LADERA,3
1160,WSCT1162.JPG,0.148259625,0.990434278,22/06/2016 19:29,2015:12:01 09:00:01,LADERA,3
1161,WSCT1163.JPG,0.136440404,0.978289362,22/06/2016 19:29,2015:12:01 10:00:01,LADERA,3
1162,WSCT1164.JPG,0.15067016,0.976115662,22/06/2016 19:30,2015:12:01 11:00:01,LADERA,3
1163,WSCT1165.JPG,0.154003241,0.995679872,22/06/2016 19:30,2015:12:01 12:00:01,LADERA,3
1164,WSCT1166.JPG,0.154327016,0.995146991,22/06/2016 19:30,2015:12:01 13:00:01,LADERA,3
1165,WSCT1167.JPG,0.160546773,0.989109797,22/06/2016 19:30,2015:12:01 14:00:01,LADERA,3
1166,WSCT1168.JPG,0.14795564,0.984945063,22/06/2016 19:31,2015:12:02 09:00:01,LADERA,3
1167,WSCT1169.JPG,0.13891594,0.980543045,22/06/2016 19:31,2015:12:02 10:00:01,LADERA,3
1168,WSCT1170.JPG,0.151155823,0.981861953,22/06/2016 19:31,2015:12:02 11:00:01,LADERA,3
1169,WSCT1171.JPG,0.156008783,0.993685613,22/06/2016 19:32,2015:12:02 12:00:01,LADERA,3
1170,WSCT1172.JPG,0.154794771,0.998281688,22/06/2016 19:32,2015:12:02 13:00:01,LADERA,3
1171,WSCT1173.JPG,0.157849512,0.988477428,22/06/2016 19:32,2015:12:02 14:00:01,LADERA,3
