i,ID,MIG.grey,Aniso.grey,Timestamp,DateAndTime,PLOT,CAM
491,WSCT0493.JPG,0.204374985,0.959350425,22/06/2016 16:07,2015:08:11 12:00:01,LADERA,3
492,WSCT0494.JPG,0.191566946,0.974834581,22/06/2016 16:07,2015:08:11 13:00:01,LADERA,3
493,WSCT0495.JPG,0.18831685,0.98590312,22/06/2016 16:07,2015:08:11 14:00:01,LADERA,3
494,WSCT0496.JPG,0.216379505,0.977168328,22/06/2016 16:07,2015:08:12 09:00:01,LADERA,3
495,WSCT0497.JPG,0.213887777,0.977677856,22/06/2016 16:08,2015:08:12 10:00:01,LADERA,3
496,WSCT0498.JPG,0.18277206,0.976130002,22/06/2016 16:08,2015:08:12 11:00:01,LADERA,3
497,WSCT0499.JPG,0.181779354,0.978258038,22/06/2016 16:08,2015:08:12 12:00:01,LADERA,3
498,WSCT0500.JPG,0.181845911,0.974714234,22/06/2016 16:09,2015:08:12 13:00:01,LADERA,3
499,WSCT0501.JPG,0.168605695,0.993225064,22/06/2016 16:09,2015:08:12 14:00:01,LADERA,3
500,WSCT0502.JPG,0.190597239,0.971909422,22/06/2016 16:09,2015:08:13 09:00:01,LADERA,3
501,WSCT0503.JPG,0.167910493,0.958247766,22/06/2016 16:10,2015:08:13 10:00:01,LADERA,3
502,WSCT0504.JPG,0.17057669,0.959675349,22/06/2016 16:10,2015:08:13 11:00:01,LADERA,3
503,WSCT0505.JPG,0.197812518,0.965456092,22/06/2016 16:10,2015:08:13 12:00:01,LADERA,3
504,WSCT0506.JPG,0.176948438,0.977151349,22/06/2016 16:10,2015:08:13 13:00:01,LADERA,3
505,WSCT0507.JPG,0.167089305,0.988781544,22/06/2016 16:11,2015:08:13 14:00:01,LADERA,3
506,WSCT0508.JPG,0.188498542,0.974569196,22/06/2016 16:11,2015:08:14 09:00:01,LADERA,3
507,WSCT0509.JPG,0.194648099,0.970284618,22/06/2016 16:11,2015:08:14 10:00:01,LADERA,3
508,WSCT0510.JPG,0.18499794,0.976910115,22/06/2016 16:12,2015:08:14 11:00:01,LADERA,3
509,WSCT0511.JPG,0.182967416,0.973954676,22/06/2016 16:12,2015:08:14 12:00:01,LADERA,3
510,WSCT0512.JPG,0.183373543,0.977982459,22/06/2016 16:12,2015:08:14 13:00:01,LADERA,3
511,WSCT0513.JPG,0.184281793,0.983338452,22/06/2016 16:13,2015:08:14 14:00:01,LADERA,3
512,WSCT0514.JPG,0.184624397,0.980180624,22/06/2016 16:13,2015:08:15 09:00:01,LADERA,3
513,WSCT0515.JPG,0.171095752,0.962762353,22/06/2016 16:13,2015:08:15 10:00:01,LADERA,3
514,WSCT0516.JPG,0.167787542,0.958737398,22/06/2016 16:13,2015:08:15 11:00:01,LADERA,3
515,WSCT0517.JPG,0.196164302,0.959649315,22/06/2016 16:14,2015:08:15 12:00:01,LADERA,3
516,WSCT0518.JPG,0.186188613,0.969897761,22/06/2016 16:14,2015:08:15 13:00:01,LADERA,3
517,WSCT0519.JPG,0.181493098,0.973278824,22/06/2016 16:14,2015:08:15 14:00:01,LADERA,3
518,WSCT0520.JPG,0.184513869,0.964057126,22/06/2016 16:15,2015:08:16 09:00:01,LADERA,3
519,WSCT0521.JPG,0.167326696,0.957475855,22/06/2016 16:15,2015:08:16 10:00:01,LADERA,3
520,WSCT0522.JPG,0.164266655,0.949297293,22/06/2016 16:15,2015:08:16 11:00:01,LADERA,3
521,WSCT0523.JPG,0.222084072,0.97863305,22/06/2016 16:16,2015:08:16 12:00:01,LADERA,3
522,WSCT0524.JPG,0.164868021,0.971528787,22/06/2016 16:16,2015:08:16 13:00:01,LADERA,3
523,WSCT0525.JPG,0.174950104,0.977542803,22/06/2016 16:16,2015:08:16 14:00:01,LADERA,3
524,WSCT0526.JPG,0.223280756,0.973123787,22/06/2016 16:17,2015:08:17 09:00:01,LADERA,3
525,WSCT0527.JPG,0.159639553,0.963635921,22/06/2016 16:17,2015:08:17 10:00:01,LADERA,3
526,WSCT0528.JPG,0.1377721,0.953699115,22/06/2016 16:17,2015:08:17 11:00:01,LADERA,3
527,WSCT0529.JPG,0.255014893,0.979595123,22/06/2016 16:17,2015:08:17 12:00:01,LADERA,3
528,WSCT0530.JPG,0.221308876,0.98040832,22/06/2016 16:18,2015:08:17 13:00:01,LADERA,3
529,WSCT0531.JPG,0.246033336,0.984929355,22/06/2016 16:18,2015:08:17 14:00:01,LADERA,3
530,WSCT0532.JPG,0.214835333,0.974217017,22/06/2016 16:18,2015:08:18 09:00:01,LADERA,3
531,WSCT0533.JPG,0.184519284,0.971331683,22/06/2016 16:19,2015:08:18 10:00:01,LADERA,3
532,WSCT0534.JPG,0.173996492,0.97033066,22/06/2016 16:19,2015:08:18 11:00:01,LADERA,3
533,WSCT0535.JPG,0.182940592,0.957526629,22/06/2016 16:19,2015:08:18 12:00:01,LADERA,3
534,WSCT0536.JPG,0.184016311,0.967289821,22/06/2016 16:20,2015:08:18 13:00:01,LADERA,3
535,WSCT0537.JPG,0.260671494,0.979124313,22/06/2016 16:20,2015:08:18 14:00:01,LADERA,3
536,WSCT0538.JPG,0.168989773,0.964567862,22/06/2016 16:20,2015:08:19 09:00:01,LADERA,3
537,WSCT0539.JPG,0.164041642,0.964433441,22/06/2016 16:20,2015:08:19 10:00:01,LADERA,3
538,WSCT0540.JPG,0.145585489,0.952266192,22/06/2016 16:21,2015:08:19 11:00:01,LADERA,3
539,WSCT0541.JPG,0.17543978,0.969951067,22/06/2016 16:21,2015:08:19 12:00:01,LADERA,3
540,WSCT0542.JPG,0.173146621,0.970876737,22/06/2016 16:21,2015:08:19 13:00:01,LADERA,3
541,WSCT0543.JPG,0.160979719,0.983231236,22/06/2016 16:22,2015:08:19 14:00:01,LADERA,3
542,WSCT0544.JPG,0.155841778,0.963845999,22/06/2016 16:22,2015:08:20 09:00:01,LADERA,3
543,WSCT0545.JPG,0.162162987,0.969124393,22/06/2016 16:22,2015:08:20 10:00:01,LADERA,3
544,WSCT0546.JPG,0.140680212,0.94967058,22/06/2016 16:23,2015:08:20 11:00:01,LADERA,3
545,WSCT0547.JPG,0.18301047,0.960415832,22/06/2016 16:23,2015:08:20 12:00:01,LADERA,3
546,WSCT0548.JPG,0.168090482,0.970656566,22/06/2016 16:23,2015:08:20 13:00:01,LADERA,3
547,WSCT0549.JPG,0.157294031,0.982094814,22/06/2016 16:23,2015:08:20 14:00:01,LADERA,3
548,WSCT0550.JPG,0.216100592,0.978707494,22/06/2016 16:24,2015:08:21 09:00:01,LADERA,3
549,WSCT0551.JPG,0.167491903,0.980763233,22/06/2016 16:24,2015:08:21 10:00:01,LADERA,3
550,WSCT0552.JPG,0.158062943,0.968676266,22/06/2016 16:24,2015:08:21 11:00:01,LADERA,3
551,WSCT0553.JPG,0.22408705,0.978918656,22/06/2016 16:25,2015:08:21 12:00:01,LADERA,3
552,WSCT0554.JPG,0.259657305,0.981594416,22/06/2016 16:25,2015:08:21 13:00:01,LADERA,3
553,WSCT0555.JPG,0.207088308,0.98339516,22/06/2016 16:25,2015:08:21 14:00:01,LADERA,3
554,WSCT0556.JPG,0.210660579,0.98648777,22/06/2016 16:26,2015:08:22 09:00:01,LADERA,3
555,WSCT0557.JPG,0.21084673,0.987254392,22/06/2016 16:26,2015:08:22 10:00:01,LADERA,3
556,WSCT0558.JPG,0.164297946,0.980902283,22/06/2016 16:26,2015:08:22 11:00:01,LADERA,3
557,WSCT0559.JPG,0.163207301,0.964906415,22/06/2016 16:26,2015:08:22 12:00:01,LADERA,3
558,WSCT0560.JPG,0.1733056,0.982743049,22/06/2016 16:27,2015:08:22 13:00:01,LADERA,3
559,WSCT0561.JPG,0.19555638,0.978961411,22/06/2016 16:27,2015:08:22 14:00:01,LADERA,3
560,WSCT0562.JPG,0.215376349,0.977059494,22/06/2016 16:27,2015:08:23 09:00:01,LADERA,3
561,WSCT0563.JPG,0.191587917,0.958987,22/06/2016 16:28,2015:08:23 10:00:01,LADERA,3
562,WSCT0564.JPG,0.182076399,0.95908575,22/06/2016 16:28,2015:08:23 11:00:01,LADERA,3
563,WSCT0565.JPG,0.159456807,0.957920408,22/06/2016 16:28,2015:08:23 12:00:01,LADERA,3
564,WSCT0566.JPG,0.16672553,0.967151364,22/06/2016 16:29,2015:08:23 13:00:01,LADERA,3
565,WSCT0567.JPG,0.250165198,0.980424831,22/06/2016 16:29,2015:08:23 14:00:01,LADERA,3
566,WSCT0568.JPG,0.213108401,0.980091812,22/06/2016 16:29,2015:08:24 09:00:01,LADERA,3
567,WSCT0569.JPG,0.219982346,0.982581367,22/06/2016 16:29,2015:08:24 10:00:01,LADERA,3
568,WSCT0570.JPG,0.194580555,0.958829804,22/06/2016 16:30,2015:08:24 11:00:01,LADERA,3
569,WSCT0571.JPG,0.17794901,0.976941826,22/06/2016 16:30,2015:08:24 12:00:01,LADERA,3
570,WSCT0572.JPG,0.218369569,0.989899375,22/06/2016 16:30,2015:08:24 13:00:01,LADERA,3
571,WSCT0573.JPG,0.254002073,0.984626832,22/06/2016 16:31,2015:08:24 14:00:01,LADERA,3
572,WSCT0574.JPG,0.158923071,0.974102293,22/06/2016 16:31,2015:08:25 09:00:01,LADERA,3
573,WSCT0575.JPG,0.17251426,0.967220041,22/06/2016 16:31,2015:08:25 10:00:01,LADERA,3
574,WSCT0576.JPG,0.15967589,0.961971188,22/06/2016 16:32,2015:08:25 11:00:01,LADERA,3
575,WSCT0577.JPG,0.261582511,0.979638986,22/06/2016 16:32,2015:08:25 12:00:01,LADERA,3
576,WSCT0578.JPG,0.260388807,0.981181746,22/06/2016 16:32,2015:08:25 13:00:01,LADERA,3
577,WSCT0579.JPG,0.246894156,0.981187509,22/06/2016 16:32,2015:08:25 14:00:01,LADERA,3
578,WSCT0580.JPG,0.231402255,0.97537335,22/06/2016 16:33,2015:08:26 09:00:01,LADERA,3
579,WSCT0581.JPG,0.17757624,0.970073368,22/06/2016 16:33,2015:08:26 10:00:01,LADERA,3
580,WSCT0582.JPG,0.147236537,0.949837104,22/06/2016 16:33,2015:08:26 11:00:01,LADERA,3
581,WSCT0583.JPG,0.172861217,0.956518851,22/06/2016 16:34,2015:08:26 12:00:01,LADERA,3
582,WSCT0584.JPG,0.166296927,0.966404172,22/06/2016 16:34,2015:08:26 13:00:01,LADERA,3
583,WSCT0585.JPG,0.161541437,0.984703455,22/06/2016 16:34,2015:08:26 14:00:01,LADERA,3
584,WSCT0586.JPG,0.215859614,0.969354577,22/06/2016 16:35,2015:08:27 09:00:01,LADERA,3
585,WSCT0587.JPG,0.17249231,0.961946772,22/06/2016 16:35,2015:08:27 10:00:01,LADERA,3
586,WSCT0588.JPG,0.137083988,0.943516641,22/06/2016 16:35,2015:08:27 11:00:01,LADERA,3
587,WSCT0589.JPG,0.166443607,0.951871295,22/06/2016 16:35,2015:08:27 12:00:01,LADERA,3
588,WSCT0590.JPG,0.166045758,0.971642058,22/06/2016 16:36,2015:08:27 13:00:01,LADERA,3
589,WSCT0591.JPG,0.166279792,0.972797156,22/06/2016 16:36,2015:08:27 14:00:01,LADERA,3
590,WSCT0592.JPG,0.218223058,0.963010144,22/06/2016 16:36,2015:08:28 09:00:01,LADERA,3
591,WSCT0593.JPG,0.181920431,0.963880701,22/06/2016 16:37,2015:08:28 10:00:01,LADERA,3
592,WSCT0594.JPG,0.15410341,0.938591451,22/06/2016 16:37,2015:08:28 11:00:01,LADERA,3
593,WSCT0595.JPG,0.168477655,0.954068907,22/06/2016 16:37,2015:08:28 12:00:01,LADERA,3
594,WSCT0596.JPG,0.164380635,0.98149232,22/06/2016 16:38,2015:08:28 13:00:01,LADERA,3
595,WSCT0597.JPG,0.152044476,0.978778641,22/06/2016 16:38,2015:08:28 14:00:01,LADERA,3
596,WSCT0598.JPG,0.144279492,0.965717081,22/06/2016 16:38,2015:08:29 09:00:01,LADERA,3
597,WSCT0599.JPG,0.175085322,0.961959014,22/06/2016 16:39,2015:08:29 10:00:01,LADERA,3
598,WSCT0600.JPG,0.148881296,0.931686297,22/06/2016 16:39,2015:08:29 11:00:01,LADERA,3
599,WSCT0601.JPG,0.169589948,0.954040675,22/06/2016 16:39,2015:08:29 12:00:01,LADERA,3
600,WSCT0602.JPG,0.167944011,0.968617646,22/06/2016 16:39,2015:08:29 13:00:01,LADERA,3
601,WSCT0603.JPG,0.156030649,0.984883103,22/06/2016 16:40,2015:08:29 14:00:01,LADERA,3
602,WSCT0604.JPG,0.155192498,0.97156792,22/06/2016 16:40,2015:08:30 09:00:01,LADERA,3
603,WSCT0605.JPG,0.174768464,0.966762888,22/06/2016 16:40,2015:08:30 10:00:01,LADERA,3
604,WSCT0606.JPG,0.180091256,0.964310273,22/06/2016 16:41,2015:08:30 11:00:01,LADERA,3
605,WSCT0607.JPG,0.184758598,0.964588453,22/06/2016 16:41,2015:08:30 12:00:01,LADERA,3
606,WSCT0608.JPG,0.179232159,0.966742896,22/06/2016 16:41,2015:08:30 13:00:01,LADERA,3
607,WSCT0609.JPG,0.176309844,0.975666678,22/06/2016 16:42,2015:08:30 14:00:01,LADERA,3
608,WSCT0610.JPG,0.198704236,0.980725588,22/06/2016 16:42,2015:08:31 09:00:01,LADERA,3
609,WSCT0611.JPG,0.189190126,0.976353352,22/06/2016 16:42,2015:08:31 10:00:01,LADERA,3
610,WSCT0612.JPG,0.166446086,0.939489294,22/06/2016 16:42,2015:08:31 11:00:01,LADERA,3
611,WSCT0613.JPG,0.17999681,0.966251512,22/06/2016 16:43,2015:08:31 12:00:01,LADERA,3
612,WSCT0614.JPG,0.17683734,0.973239981,22/06/2016 16:43,2015:08:31 13:00:01,LADERA,3
613,WSCT0615.JPG,0.159434526,0.987980327,22/06/2016 16:43,2015:08:31 14:00:01,LADERA,3
614,WSCT0616.JPG,0.171043296,0.963632316,22/06/2016 16:44,2015:09:01 09:00:01,LADERA,3
615,WSCT0617.JPG,0.172010171,0.967570534,22/06/2016 16:44,2015:09:01 10:00:01,LADERA,3
616,WSCT0618.JPG,0.199431919,0.978238004,22/06/2016 16:44,2015:09:01 11:00:01,LADERA,3
617,WSCT0619.JPG,0.162205446,0.956702623,22/06/2016 16:45,2015:09:01 12:00:01,LADERA,3
618,WSCT0620.JPG,0.154889554,0.96482353,22/06/2016 16:45,2015:09:01 13:00:01,LADERA,3
619,WSCT0621.JPG,0.162809568,0.96876711,22/06/2016 16:45,2015:09:01 14:00:01,LADERA,3
620,WSCT0622.JPG,0.250785314,0.980947674,22/06/2016 16:45,2015:09:02 09:00:01,LADERA,3
621,WSCT0623.JPG,0.19018309,0.986676341,22/06/2016 16:46,2015:09:02 10:00:01,LADERA,3
622,WSCT0624.JPG,0.255952886,0.983591924,22/06/2016 16:46,2015:09:02 11:00:01,LADERA,3
623,WSCT0625.JPG,0.264069008,0.97841112,22/06/2016 16:46,2015:09:02 12:00:01,LADERA,3
624,WSCT0626.JPG,0.270744038,0.983831719,22/06/2016 16:47,2015:09:02 13:00:01,LADERA,3
625,WSCT0627.JPG,0.250200723,0.982017754,22/06/2016 16:47,2015:09:02 14:00:01,LADERA,3
626,WSCT0628.JPG,0.16667273,0.957956368,22/06/2016 16:47,2015:09:03 09:00:01,LADERA,3
627,WSCT0629.JPG,0.172794321,0.958237541,22/06/2016 16:48,2015:09:03 10:00:01,LADERA,3
628,WSCT0630.JPG,0.17611489,0.93110826,22/06/2016 16:48,2015:09:03 11:00:01,LADERA,3
629,WSCT0631.JPG,0.182198868,0.95093847,22/06/2016 16:48,2015:09:03 12:00:01,LADERA,3
630,WSCT0632.JPG,0.177302283,0.980574279,22/06/2016 16:48,2015:09:03 13:00:01,LADERA,3
631,WSCT0633.JPG,0.156659204,0.992293634,22/06/2016 16:49,2015:09:03 14:00:01,LADERA,3
632,WSCT0634.JPG,0.158036873,0.972631591,22/06/2016 16:49,2015:09:04 09:00:01,LADERA,3
633,WSCT0635.JPG,0.222952264,0.973460992,22/06/2016 16:49,2015:09:04 10:00:01,LADERA,3
634,WSCT0636.JPG,0.164102485,0.943340306,22/06/2016 16:50,2015:09:04 11:00:01,LADERA,3
635,WSCT0637.JPG,0.183715104,0.955823364,22/06/2016 16:50,2015:09:04 12:00:01,LADERA,3
636,WSCT0638.JPG,0.172933545,0.96264218,22/06/2016 16:50,2015:09:04 13:00:01,LADERA,3
637,WSCT0639.JPG,0.15476782,0.987915053,22/06/2016 16:51,2015:09:04 14:00:01,LADERA,3
638,WSCT0640.JPG,0.175077717,0.956280307,22/06/2016 16:51,2015:09:05 09:00:01,LADERA,3
639,WSCT0641.JPG,0.212868874,0.97359022,22/06/2016 16:51,2015:09:05 10:00:01,LADERA,3
640,WSCT0642.JPG,0.167607683,0.95728038,22/06/2016 16:51,2015:09:05 11:00:01,LADERA,3
641,WSCT0643.JPG,0.171073659,0.95290564,22/06/2016 16:52,2015:09:05 12:00:01,LADERA,3
642,WSCT0644.JPG,0.160969693,0.97858339,22/06/2016 16:52,2015:09:05 13:00:01,LADERA,3
643,WSCT0645.JPG,0.147514822,0.981930771,22/06/2016 16:52,2015:09:05 14:00:01,LADERA,3
644,WSCT0646.JPG,0.164676805,0.959137799,22/06/2016 16:53,2015:09:06 09:00:01,LADERA,3
645,WSCT0647.JPG,0.170129671,0.956532557,22/06/2016 16:53,2015:09:06 10:00:01,LADERA,3
646,WSCT0648.JPG,0.201280968,0.974249483,22/06/2016 16:53,2015:09:06 11:00:01,LADERA,3
647,WSCT0649.JPG,0.148302745,0.955208468,22/06/2016 16:54,2015:09:06 12:00:01,LADERA,3
648,WSCT0650.JPG,0.164433862,0.974471178,22/06/2016 16:54,2015:09:06 13:00:01,LADERA,3
649,WSCT0651.JPG,0.156092093,0.977183185,22/06/2016 16:54,2015:09:06 14:00:01,LADERA,3
650,WSCT0652.JPG,0.194567606,0.973866078,22/06/2016 16:54,2015:09:07 09:00:01,LADERA,3
651,WSCT0653.JPG,0.176534321,0.965537329,22/06/2016 16:55,2015:09:07 10:00:01,LADERA,3
652,WSCT0654.JPG,0.165023289,0.971017998,22/06/2016 16:55,2015:09:07 11:00:01,LADERA,3
653,WSCT0655.JPG,0.15235858,0.949421875,22/06/2016 16:55,2015:09:07 12:00:01,LADERA,3
654,WSCT0656.JPG,0.159413987,0.963131288,22/06/2016 16:56,2015:09:07 13:00:01,LADERA,3
655,WSCT0657.JPG,0.157887895,0.964836508,22/06/2016 16:56,2015:09:07 14:00:01,LADERA,3
656,WSCT0658.JPG,0.212720095,0.973723397,22/06/2016 16:56,2015:09:08 09:00:01,LADERA,3
657,WSCT0659.JPG,0.166604091,0.962996647,22/06/2016 16:57,2015:09:08 10:00:01,LADERA,3
658,WSCT0660.JPG,0.172108003,0.917240323,22/06/2016 16:57,2015:09:08 11:00:01,LADERA,3
659,WSCT0661.JPG,0.174580851,0.940961531,22/06/2016 16:57,2015:09:08 12:00:01,LADERA,3
660,WSCT0662.JPG,0.155941291,0.959626315,22/06/2016 16:57,2015:09:08 13:00:01,LADERA,3
661,WSCT0663.JPG,0.163425206,0.96900614,22/06/2016 16:58,2015:09:08 14:00:01,LADERA,3
662,WSCT0664.JPG,0.165737537,0.970782562,22/06/2016 16:58,2015:09:09 09:00:01,LADERA,3
663,WSCT0665.JPG,0.156159095,0.97003085,22/06/2016 16:58,2015:09:09 10:00:01,LADERA,3
664,WSCT0666.JPG,0.162845218,0.918662562,22/06/2016 16:59,2015:09:09 11:00:01,LADERA,3
665,WSCT0667.JPG,0.194594815,0.95024412,22/06/2016 16:59,2015:09:09 12:00:01,LADERA,3
666,WSCT0668.JPG,0.172885946,0.97136425,22/06/2016 16:59,2015:09:09 13:00:01,LADERA,3
667,WSCT0669.JPG,0.146536358,0.980452487,22/06/2016 17:00,2015:09:09 14:00:01,LADERA,3
668,WSCT0670.JPG,0.161950684,0.972207206,22/06/2016 17:00,2015:09:10 09:00:01,LADERA,3
669,WSCT0671.JPG,0.148293312,0.960179167,22/06/2016 17:00,2015:09:10 10:00:01,LADERA,3
670,WSCT0672.JPG,0.159716396,0.93092132,22/06/2016 17:00,2015:09:10 11:00:01,LADERA,3
671,WSCT0673.JPG,0.166511775,0.965481767,22/06/2016 17:01,2015:09:10 12:00:01,LADERA,3
672,WSCT0674.JPG,0.176496938,0.966871651,22/06/2016 17:01,2015:09:10 13:00:01,LADERA,3
673,WSCT0675.JPG,0.220484455,0.97492126,22/06/2016 17:01,2015:09:10 14:00:01,LADERA,3
674,WSCT0676.JPG,0.166949912,0.966610016,22/06/2016 17:02,2015:09:11 09:00:01,LADERA,3
675,WSCT0677.JPG,0.174946016,0.964088794,22/06/2016 17:02,2015:09:11 10:00:01,LADERA,3
676,WSCT0678.JPG,0.174939232,0.964025056,22/06/2016 17:02,2015:09:11 11:00:01,LADERA,3
677,WSCT0679.JPG,0.180567784,0.966299595,22/06/2016 17:03,2015:09:11 12:00:01,LADERA,3
678,WSCT0680.JPG,0.26132504,0.979120285,22/06/2016 17:03,2015:09:11 13:00:01,LADERA,3
679,WSCT0681.JPG,0.256688264,0.979296455,22/06/2016 17:03,2015:09:11 14:00:01,LADERA,3
680,WSCT0682.JPG,0.190885227,0.980892413,22/06/2016 17:04,2015:09:12 09:00:01,LADERA,3
681,WSCT0683.JPG,0.187863059,0.96564954,22/06/2016 17:04,2015:09:12 10:00:01,LADERA,3
682,WSCT0684.JPG,0.213927262,0.977679482,22/06/2016 17:04,2015:09:12 11:00:01,LADERA,3
683,WSCT0685.JPG,0.176876208,0.931120164,22/06/2016 17:04,2015:09:12 12:00:01,LADERA,3
684,WSCT0686.JPG,0.173011111,0.987217329,22/06/2016 17:05,2015:09:12 13:00:01,LADERA,3
685,WSCT0687.JPG,0.157799145,0.980226646,22/06/2016 17:05,2015:09:12 14:00:01,LADERA,3
686,WSCT0688.JPG,0.189913237,0.975445419,22/06/2016 17:05,2015:09:13 09:00:01,LADERA,3
687,WSCT0689.JPG,0.192904145,0.985802704,22/06/2016 17:06,2015:09:13 10:00:01,LADERA,3
688,WSCT0690.JPG,0.147114471,0.957090939,22/06/2016 17:06,2015:09:13 11:00:01,LADERA,3
689,WSCT0691.JPG,0.169555252,0.93759315,22/06/2016 17:06,2015:09:13 12:00:01,LADERA,3
690,WSCT0692.JPG,0.161344827,0.984237921,22/06/2016 17:07,2015:09:13 13:00:01,LADERA,3
691,WSCT0693.JPG,0.153891875,0.974156972,22/06/2016 17:07,2015:09:13 14:00:01,LADERA,3
692,WSCT0694.JPG,0.151518933,0.968045454,22/06/2016 17:07,2015:09:14 09:00:01,LADERA,3
693,WSCT0695.JPG,0.154866089,0.971832646,22/06/2016 17:07,2015:09:14 10:00:01,LADERA,3
694,WSCT0696.JPG,0.158874796,0.932152337,22/06/2016 17:08,2015:09:14 11:00:01,LADERA,3
695,WSCT0697.JPG,0.157779674,0.948873567,22/06/2016 17:08,2015:09:14 12:00:01,LADERA,3
696,WSCT0698.JPG,0.149030317,0.959145761,22/06/2016 17:08,2015:09:14 13:00:01,LADERA,3
697,WSCT0699.JPG,0.200293843,0.974497337,22/06/2016 17:09,2015:09:14 14:00:01,LADERA,3
698,WSCT0700.JPG,0.142288036,0.96211528,22/06/2016 17:09,2015:09:15 09:00:01,LADERA,3
699,WSCT0701.JPG,0.179714886,0.962273777,22/06/2016 17:09,2015:09:15 10:00:01,LADERA,3
700,WSCT0702.JPG,0.162050831,0.942961541,22/06/2016 17:10,2015:09:15 11:00:01,LADERA,3
701,WSCT0703.JPG,0.170596018,0.966733751,22/06/2016 17:10,2015:09:15 12:00:01,LADERA,3
702,WSCT0704.JPG,0.168042239,0.972007646,22/06/2016 17:10,2015:09:15 13:00:01,LADERA,3
703,WSCT0705.JPG,0.158344561,0.979062586,22/06/2016 17:10,2015:09:15 14:00:01,LADERA,3
704,WSCT0706.JPG,0.173424723,0.96434916,22/06/2016 17:11,2015:09:16 09:00:01,LADERA,3
705,WSCT0707.JPG,0.180023858,0.957585886,22/06/2016 17:11,2015:09:16 10:00:01,LADERA,3
706,WSCT0708.JPG,0.170320814,0.915805394,22/06/2016 17:11,2015:09:16 11:00:01,LADERA,3
707,WSCT0709.JPG,0.176299842,0.936437944,22/06/2016 17:12,2015:09:16 12:00:01,LADERA,3
708,WSCT0710.JPG,0.16143493,0.96968361,22/06/2016 17:12,2015:09:16 13:00:01,LADERA,3
709,WSCT0711.JPG,0.155227692,0.966900248,22/06/2016 17:12,2015:09:16 14:00:01,LADERA,3
710,WSCT0712.JPG,0.214183631,0.972048671,22/06/2016 17:13,2015:09:17 09:00:01,LADERA,3
711,WSCT0713.JPG,0.221944319,0.971859094,22/06/2016 17:13,2015:09:17 10:00:01,LADERA,3
712,WSCT0714.JPG,0.259901132,0.974534467,22/06/2016 17:13,2015:09:17 11:00:01,LADERA,3
713,WSCT0715.JPG,0.202744899,0.98083515,22/06/2016 17:13,2015:09:17 12:00:01,LADERA,3
714,WSCT0716.JPG,0.165357518,0.973665738,22/06/2016 17:14,2015:09:17 13:00:01,LADERA,3
715,WSCT0717.JPG,0.212059615,0.971822064,22/06/2016 17:14,2015:09:17 14:00:01,LADERA,3
716,WSCT0718.JPG,0.217320441,0.968637325,22/06/2016 17:14,2015:09:18 09:00:01,LADERA,3
717,WSCT0719.JPG,0.153404645,0.979754582,22/06/2016 17:15,2015:09:18 10:00:01,LADERA,3
718,WSCT0720.JPG,0.175975611,0.918783066,22/06/2016 17:15,2015:09:18 11:00:01,LADERA,3
719,WSCT0721.JPG,0.179941808,0.930825861,22/06/2016 17:15,2015:09:18 12:00:01,LADERA,3
720,WSCT0722.JPG,0.167075378,0.964180031,22/06/2016 17:16,2015:09:18 13:00:01,LADERA,3
721,WSCT0723.JPG,0.154121467,0.96724928,22/06/2016 17:16,2015:09:18 14:00:01,LADERA,3
722,WSCT0724.JPG,0.167693241,0.964248455,22/06/2016 17:16,2015:09:19 09:00:01,LADERA,3
723,WSCT0725.JPG,0.152960081,0.986234466,22/06/2016 17:16,2015:09:19 10:00:01,LADERA,3
724,WSCT0726.JPG,0.178747801,0.924584908,22/06/2016 17:17,2015:09:19 11:00:01,LADERA,3
725,WSCT0727.JPG,0.182719841,0.933034773,22/06/2016 17:17,2015:09:19 12:00:01,LADERA,3
726,WSCT0728.JPG,0.153055127,0.974762972,22/06/2016 17:17,2015:09:19 13:00:01,LADERA,3
727,WSCT0729.JPG,0.160163607,0.985760937,22/06/2016 17:18,2015:09:19 14:00:01,LADERA,3
728,WSCT0730.JPG,0.149794815,0.963804357,22/06/2016 17:18,2015:09:20 09:00:01,LADERA,3
729,WSCT0731.JPG,0.164249613,0.973133329,22/06/2016 17:18,2015:09:20 10:00:01,LADERA,3
730,WSCT0732.JPG,0.204921785,0.961188662,22/06/2016 17:19,2015:09:20 11:00:01,LADERA,3
731,WSCT0733.JPG,0.182458533,0.948440904,22/06/2016 17:19,2015:09:20 12:00:01,LADERA,3
732,WSCT0734.JPG,0.163756796,0.971443028,22/06/2016 17:19,2015:09:20 13:00:01,LADERA,3
733,WSCT0735.JPG,0.161742993,0.984591953,22/06/2016 17:20,2015:09:20 14:00:01,LADERA,3
734,WSCT0736.JPG,0.221768127,0.970481587,22/06/2016 17:20,2015:09:21 09:00:01,LADERA,3
735,WSCT0737.JPG,0.160156428,0.987527403,22/06/2016 17:20,2015:09:21 10:00:01,LADERA,3
736,WSCT0738.JPG,0.179073995,0.934059785,22/06/2016 17:20,2015:09:21 11:00:01,LADERA,3
737,WSCT0739.JPG,0.178404936,0.925752665,22/06/2016 17:21,2015:09:21 12:00:01,LADERA,3
738,WSCT0740.JPG,0.155073895,0.958163102,22/06/2016 17:21,2015:09:21 13:00:01,LADERA,3
739,WSCT0741.JPG,0.264996566,0.979942993,22/06/2016 17:21,2015:09:21 14:00:01,LADERA,3
